简码：一	y
翻译：安息日的;周期性休息的	sabbatical
翻译：安慰;令人安慰的事物	consolation
翻译：安抚;驯服;怀柔;调和	conciliate
翻译：完全;精通;分毫不差	perfectness
翻译：宗教法院的；监督的	consistorial
翻译：定界线;划界;限界	delimitation
翻译：实行者;追诉者;告发者	prosecutor
翻译：实质性;具体性;有形	materiality
翻译：实际的;现实的;实用性的	practical
翻译：实验室;研究室;化工厂	laboratory
翻译：实验的;根据实验的	experimental
翻译：审问的;爱打听的	inquisitorial
翻译：宣言;宣告;发表	pronouncement
翻译：室的;心室的;膨胀的	ventricular
翻译：宪法的;体质的	constitutional
翻译：害骨溃疡的;骨溃疡的;腐烂的	carious
翻译：家常服;化妆服;睡衣;便服	negligee
翻译：容易被忘的;可忘记的	forgettable
翻译：容积大的;广阔的;宽敞的	capacious
翻译：宽大的;不责难的;慈悲的	forgiving
翻译：宽宏大量的;有雅量的	magnanimous
翻译：宿命的;命中注定的;受命运支配的	fated
翻译：富于弹性;弹性;轻快	springiness
翻译：富幽默感的;滑稽的;诙谐的	humorous
翻译：富有冒险性的事;危险重重	riskiness
翻译：富矿带;带来好运的事物;幸运	bonanza
翻译：寓言的;寓意的;讽喻	allegorical
翻译：对放射线敏感的	radiosensitive
翻译：对策;反抗手段	countermeasure
翻译：对话;会谈;问答	interlocution
翻译：对话体的;中间的	interlocutory
翻译：封建制度的;封建性的	feudalistic
翻译：封建制度的君主;藩主;领主	seignior
翻译：封装；压缩；形成胶囊	encapsulate
翻译：小于10X秒之意	subnanosecond
翻译：小囊的;滤泡的;卵泡的	follicular
翻译：小型的letterhead	notehead
翻译：小孩学习用的文字板;入门书	hornbook
翻译：小时;钟头;时间;...点钟;课时	hour
翻译：小气的;吝啬的;缺乏的;有刺的	stingy
翻译：小牛;小羊的胰脏或胸腺	sweetbread
翻译：小猫似的;耍闹的;献媚的	kittenish
翻译：小瘤;小片;玉蜀黍发育不良的穗	nubbin
翻译：小盾板;角质鳞片;小鳞部	scutellum
翻译：小说;虚构的故事;法律的拟制	fiction
翻译：小鸟用鸟笼;小鸟舍;禽舍	birdhouse
翻译：少女的;少女似的;适于女子的	girlish
翻译：少女身分;少女时代;少女们	girlhood
翻译：尖的;锐利的;率直的;显然的	pointed
翻译：尾有卷握力的小有袋动物;负鼠	opossum
翻译：属于;关于;附属;适合;相称	pertain
翻译：山猫的;山猫似的;目光锐利的	lyncean
翻译：山葵;其根所制调味剂	horseradish
翻译：山麓小丘;山脉下的丘陵地带	foothill
翻译：崇拜偶像的;盲目崇拜的	idolatrous
翻译：崇拜酒神的;狂饮作乐的	bacchantic
翻译：巡洋舰;巡航飞机;警察巡逻车	cruiser
翻译：巡视者;巡逻者;巡逻警官	patrolman
翻译：工字形卷线轴;空中飞的鸟群;纠纷	skein
翻译：工艺学家;工艺人员	technologist
翻译：工资负担;净载重量;有效负荷	payload
翻译：巨大分子;高分子	macromolecule
翻译：巨大地；纪念碑式地	monumentally
翻译：巨大的;非常的;可怕的	tremendous
翻译：市政的;自治区的;内政的	municipal
翻译：希伯来化；说希伯来语；转化	Hebraise
翻译：希伯来化；说希伯来语；转化	hebraize
翻译：希腊字母的最后一个字;终了;最后	omega
翻译：希腊字母的第一个字母;最初;开端	alpha
翻译：希腊的;希腊人的;希腊语的	Hellenic
翻译：干式放射照相法	xeroradiogrphy
翻译：平均体格的人;斗士型的人	mesomorph
翻译：并排;并置;并列	juxtaposition
翻译：幻影；千变万化	phantasmagoria
翻译：广大的;扩大范围的;长期的	extended
翻译：庆祝的;祝贺的	congratulatory
翻译：废除主义;废奴主义	abolitionism
翻译：延期;休会;休会期间	adjournment
翻译：延期偿付;延期偿付期间	moratorium
翻译：建于Mecca之回教寺院内的圣堂	Kaaba
翻译：建筑;构造;建筑物	construction
翻译：建筑学;结构体系	architectonic
翻译：建筑用材;木材;木材桁构	timbering
翻译：建筑的;建筑学的	architectural
翻译：异常生长;瘤;赘生物	excrescence
翻译：异形染色体	heterochromosome
翻译：引燃用的木材;多油的松木	lightwood
翻译：弥漫;遍及;漫延;渗透;充满	pervade
翻译：弹回的;有弹力的;愉快的	resilient
翻译：强壮的;粗暴的;骚乱的	robustious
翻译：强壮的;肌肉发达的;有力的	muscular
翻译：强大的;可怕的;艰难的	formidable
翻译：强夺;从人间夺走;使出神;强奸	ravish
翻译：归国;省亲回家;同学会	homecoming
翻译：归纳法;感应;就职;入门	induction
翻译：当座凳用的厚垫子;跪垫;草丛	hassock
翻译：形体的存在;体质;身体	corporeity
翻译：形态学;语形论;形态论	morphology
翻译：彩色印片法；鲜艳色彩	technicolor
翻译：彩色的;着色的;染色性的	chromatic
翻译：彼德麦式样的;保守的	Biedermeier
翻译：征候学;症候学	symptomatology
翻译：征收;课税;税款;欺骗	imposition
翻译：征服;使服从;抑制;克制	subjugate
翻译：征用;征召;强制征兵	impressment
翻译：征用;收用;征收	expropriation
翻译：很多的;数目众多的;多数的	numerous
翻译：很大的;惊人的;异常的	prodigious
翻译：徘徊;巡回;勘查	perambulation
翻译：微体电子学	microelectronics
翻译：微软公司的图形演示软件	powerpoint
翻译：心不在焉的;恍惚的	absentminded
翻译：心理分析；研究心理	psychologise
翻译：心理分析；研究心理	psychologize
翻译：心理的；精神上的	psychological
翻译：心理语言学	psycholinguistic
翻译：志愿主义；自愿原则	voluntaryism
翻译：志愿军制度;自由捐献	voluntarism
翻译：忘恩负义的；令人不快的	ungrateful
翻译：忠实的追随者;党羽;跟踪者	henchman
翻译：快乐的;可喜的;愉快的	delectable
翻译：快速而不清说的言语;乱语	gibberish
翻译：怂恿;诱惑;诱惑物;诱饵	seduction
翻译：怠惰的;疲倦的;无力的	languorous
翻译：性别;性方面的事情;性欲	sexuality
翻译：性急的;热情的;易激动的	hotheaded
翻译：性能力弱的;性欲淡泊的	undersexed
翻译：怪想;奇想;反复无常;小钩	crotchet
翻译：恒星状球体;半星球体;类星球体	quasar
翻译：恶化;堕落;语义的转贬	pejoration
翻译：恶化;降低;退化	deterioration
翻译：悬疑;焦虑;悬念;悬而不决	suspense
翻译：悲恸的;悲哀的;令人惋惜的	mournful
翻译：情深的;充满情爱的	affectionate
翻译：惊愕的;遭雷击的	thunderstruck
翻译：惰性的;迟钝的;无活力的;呆滞的	inert
翻译：惴惴不安的;敏悟的	apprehensive
翻译：意义不明确的;模棱两可的	equivocal
翻译：意大利拿坡里附近的小湖;地狱	Avernus
翻译：意见不同;不同意;异议	dissidence
翻译：意识;知觉;自觉	consciousness
翻译：愚蠢;荒唐事;轻松歌舞剧;讽刺剧	folly
翻译：愚蠢的;轻浮的	featherbrained
翻译：愚蠢的人;轻浮的人	featherbrain
翻译：感伤性的;感情脆弱的	sentimental
翻译：感伤；多愁善感	sentimentalise
翻译：感伤；多愁善感	sentimentalize
翻译：感欢词;插入之语词	interjection
翻译：慈善家;博爱者	philanthropist
翻译：慢慢灌输;滴;滴下	instillation
翻译：憎恶;嫌恶;厌恶的人	detestation
翻译：戏剧的;戏一般的;夸大的;做作的	stagy
翻译：戏剧风格;不自然	theatricality
翻译：成为圣人的;上天堂的;德高的	sainted
翻译：成荫的;阴翳的;多荫的	umbrageous
翻译：战士;勇士;武士;战斗;尚武	warrior
翻译：战斗;交战;战争;斗争;竞争	warfare
翻译：打雷的;雷鸣的;情形不妙的	thundery
翻译：托管制度;托管人职责	trusteeship
翻译：扩大;夸张;赞美	magnification
翻译：扮演;装扮;模仿	impersonation
翻译：抑压的;沉闷的;阴沉的	depressing
翻译：抑抑格（诗歌）；牺牲性胜利的	pyrrhic
翻译：抑沉的;忧闷的;黑暗的;悲观的	gloomy
翻译：投票;选举权;参政权;代祷	suffrage
翻译：抗氧化剂;硬化防止剂	antioxidant
翻译：抗火的;耐火的	flameresistant
翻译：抗议;忠告;规劝	remonstration
翻译：折射性;折射度	refrangibility
翻译：护胸甲;腹甲;胸革带	breastplate
翻译：抱着逗弄;宠;娇养NUMNUM	dandle
翻译：抵押物；旁系的；附随的	collateral
翻译：拉丁美州的印地安人与黑人之混血种	zambo
翻译：拔取的人;抽出者;抽出器	extractor
翻译：拘泥形式;形式主义;虚礼	formalism
翻译：拨用;挪用;拨款	appropriation
翻译：持火炬者;传递知识者	torchbearer
翻译：指示的;表示的;外延的	denotative
翻译：按惯例；传统地	conventionally
翻译：振动的人;振动器;振动滚筒	vibrator
翻译：振动者;发振器;振动器	oscillator
翻译：捕鲸用的划艇;其形状的艇	whaleboat
翻译：捣碎者;磨粉者;捣碎机	triturator
翻译：授职者;圣职授与者;感应器	inductor
翻译：接近;邻近;附近地区;近处	vicinity
翻译：推出的;突出的;押住的	protrusive
翻译：推理的;好理论的	ratiocinative
翻译：推荐的;劝告的	recommendatory
翻译：提示台词者;激励者;唤起者	prompter
翻译：摄政统治;摄政权;摄政统治区	regency
翻译：摇撼的;抽搐的;骚动的	convulsive
翻译：摇桨;划船的人;比赛用的小艇	sculler
翻译：摊还;摊销;分期偿还;缓冲	amortize
翻译：摘花;夺美;蹂躏处女	defloration
翻译：撰述赞辞的人;致颂词者	panegyrist
翻译：攀谈的人;说话者;发言人	addresser
翻译：支吾其辞;搪塞;撒谎	prevaricate
翻译：支票存根;存根;票根	counterfoil
翻译：收缩;收缩件	contractibility
翻译：改写;改编;重排	recomposition
翻译：改正;改订;矫正	rectification
翻译：改革过的;新教的;改革派的	reformed
翻译：放养猪;猪的放养费;养猪饲料	pannage
翻译：放射产生的；适合广播的	radiogenic
翻译：放射性的;有放射能的	radioactive
翻译：放射线治疗医师	radiotherapist
翻译：放弃;在...之前;居先NUM	forego
翻译：放弃;自暴自弃;放纵	abandonment
翻译：放逐国外;放弃国籍	expatriation
翻译：政客;政治人物;政治家	politician
翻译：政权;当权期间;政体;社会制度	regime
翻译：效法;尽力赶上;同...竞争	emulate
翻译：教义的;教条的;学理上的	doctrinal
翻译：教会的;牧师的	ecclesiastical
翻译：教区的;地方性的;狭小的	parochial
翻译：教区长的;校长的;院长的	rectorial
翻译：教师;男教员;校长	schoolmaster
翻译：教皇的；主教的；仪式的	pontifical
翻译：散布;散置;点缀	interspersion
翻译：散布性的;普及的;扩及的	diffusive
翻译：散播;传播;普及	dissemination
翻译：敲弯钉头的用具;紧钳;夹子	clincher
翻译：整齐;规律;秩序井然	orderliness
翻译：文件编档员;文件装钉员;锉磨工人	filer
翻译：文字的争论;俏皮话;双关语	wordplay
翻译：文学的;文艺的;精通文学的	literary
翻译：文脉上的;以前后关系的	contextual
翻译：断然的;俨然的;强制的	peremptory
翻译：斯巴达的（古称）	lacedaemonian
翻译：新水手;不习惯航海的人	landlubber
翻译：新语;使用新语;创造新语	neologism
翻译：施催眠术;使恍惚;使着迷	hypnotise
翻译：施催眠术;使恍惚;使着迷	hypnotize
翻译：施药所;施疗院;诊疗所	dispensary
翻译：旋转的；纺成的（spin过去分词）	spun
翻译：无人情味的;薄情的;残忍的	inhumane
翻译：无人要求的;所有主不明的	unclaimed
翻译：无价值的;无益的;败坏的	worthless
翻译：无价的;价值无法衡量的	invaluable
翻译：无信仰;无信心;不虔诚;不孝	impiety
翻译：无信心;不虔诚;不净	ungodliness
翻译：无力的;无力气的;松懈的	nerveless
翻译：无力的;无权的;无效能的	powerless
翻译：无原则的；不道德的	unprincipled
翻译：无名的;匿名的;不可名状的	nameless
翻译：无头的;无领导者的;无知的	headless
翻译：无威严的;不知畏惧的;大胆的	aweless
翻译：无实体的；脆弱的	unsubstantial
翻译：无害处的;无辜的;无恶意的	harmless
翻译：无形性；不可捉摸	intangibility
翻译：无怀疑的;无疑虑的	unsuspecting
翻译：无情的;冷酷的;无怜悯心的	pitiless
翻译：无情的;冷酷的;残酷的	relentless
翻译：无情的;残忍的;毫不留情的	ruthless
翻译：无意的；非故意的	unintentional
翻译：无意识;昏迷	unconsciousness
翻译：无感情的;无情的;冷酷的	unfeeling
翻译：无报答的;不受报酬影响	unrequited
翻译：无支持者的;无支撑的	supportless
翻译：无效;废弃;取消	nullification
翻译：无效;无效的行为;无效的证书	nullity
翻译：无效力的;无用的	inefficacious
翻译：无效果的;徒然的;空的	unfruitful
翻译：无效的；无战斗力的	noneffective
翻译：无条件的;本能的	unconditioned
翻译：无条件的；绝对的	unconditional
翻译：无根据的；未经授权的	unwarranted
翻译：无比的;优良无比的	unparalleled
翻译：无法忍受的;承受不住的	unbearable
翻译：无法无天;任性;难驾驽	unruliness
翻译：无法解释的；费解的	inexplicable
翻译：无烟煤的;似无烟煤的	anthracitic
翻译：无热光;冷光;发光	luminescence
翻译：无特色的；平凡的	characterless
翻译：无理性的;缺乏理性的;错乱	unreason
翻译：无用的;不实用的	unserviceable
翻译：无疑虑的；可信赖的	unsuspicious
翻译：无知的;无偏见的	unenlightened
翻译：无知识的;不知道的;幼稚的	ignorant
翻译：无私欲的;公正的	disinterested
翻译：无秩序的;乱的;骚动的	disorderly
翻译：无穷尽的;无止境的;不停的	unending
